trials,lightbox,correctkey,trialtype,block,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,start_key.started,instructions.stopped,start_key.keys,start_key.rt,start_key.duration,trial.started,fixation.started,resp.started,fixation.stopped,circle1.started,circle2.started,circle3.started,circle4.started,trial.stopped,accuracy,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,thanks.started,thank.started,end_key.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
42,2,g,learn,2,28,28,0,g,1,1.492069000029005,None,0,28,28,41,55.41711919999216,,,,,,,,,55.40155499998946,55.41711919999216,55.50037100003101,56.417369800037704,56.4005350000225,56.4005350000225,56.4005350000225,56.4005350000225,57.00115200004075,1,g,1,1.492069000029005,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
72,1,j,learn,2,29,29,0,f,0,1.454578400007449,None,0,29,29,71,57.01711110002361,,,,,,,,,57.001972700003535,57.01711110002361,57.10040780005511,58.01704399997834,58.000430200016126,58.000430200016126,58.000430200016126,58.000430200016126,58.56746280007064,0,f,0,1.454578400007449,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
80,1,j,learn,2,30,30,0,f,0,1.4841439001029357,None,0,30,30,79,58.58382739999797,,,,,,,,,58.56856769998558,58.58382739999797,58.66667080007028,59.58360170002561,59.566913900082,59.566913900082,59.566913900082,59.566913900082,60.167272399994545,0,f,0,1.4841439001029357,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
34,4,g,learn,1,31,31,0,j,0,1.728736100019887,None,0,31,31,33,60.183240900048986,,,,,,,,,60.16868930007331,60.183240900048986,60.26649880001787,61.18331890006084,61.18331890006084,61.18331890006084,61.18331890006084,61.18331890006084,62.00017660006415,0,j,0,1.728736100019887,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
63,4,h,learn,2,32,32,0,j,0,1.363417600048706,None,0,32,32,62,62.01628790004179,,,,,,,,,62.00069690006785,62.01628790004179,62.09958370006643,63.016250999993645,62.99964130006265,62.99964130006265,62.99964130006265,62.99964130006265,63.46661230002064,0,j,0,1.363417600048706,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
1,4,f,learn,1,33,33,0,j,0,1.4575158999068663,None,0,33,33,0,63.48276789998636,,,,,,,,,63.46715879999101,63.48276789998636,63.56597890006378,64.48274540004786,64.46608630008996,64.46608630008996,64.46608630008996,64.46608630008996,65.03324830008205,0,j,0,1.4575158999068663,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
75,1,h,learn,2,34,34,0,f,0,1.5640358000528067,None,0,34,34,74,65.0489699000027,,,,,,,,,65.03472920006607,65.0489699000027,65.13247110007796,66.0488887000829,66.0326818000758,66.0326818000758,66.0326818000758,66.0326818000758,66.69950119999703,0,f,0,1.5640358000528067,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
58,1,g,learn,2,35,35,0,f,0,1.3906963999615982,None,0,35,35,57,66.71560060000047,,,,,,,,,66.70003750000615,66.71560060000047,66.79857730004005,67.71556979999878,67.6989021000918,67.6989021000918,67.6989021000918,67.6989021000918,68.19942840002477,0,f,0,1.3906963999615982,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
23,2,h,learn,1,36,36,0,g,0,1.3255588000174612,None,0,36,36,22,68.21542910009157,,,,,,,,,68.20107870001812,68.21542910009157,68.29852120007854,69.21542790008243,69.19866670004558,69.19866670004558,69.19866670004558,69.19866670004558,69.63218760001473,0,g,0,1.3255588000174612,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
68,3,j,learn,2,37,37,0,h,0,1.3480669000418857,None,0,37,37,67,69.64841830008663,,,,,,,,,69.63285350007936,69.64841830008663,69.73192120005842,70.64821110002231,70.63159190001898,70.63159190001898,70.63159190001898,70.63159190001898,71.08197659999132,0,h,0,1.3480669000418857,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
3,1,h,learn,1,38,38,0,f,0,2.0277107000583783,None,0,38,38,2,71.09794460004196,,,,,,,,,71.08283670002129,71.09794460004196,71.18167650001124,72.09820960008074,72.08165930001996,72.08165930001996,72.08165930001996,72.08165930001996,73.21498490008526,0,f,0,2.0277107000583783,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
52,2,j,learn,2,39,39,0,g,0,1.7463400999549776,None,0,39,39,51,73.23122210009024,,,,,,,,,73.21553649997804,73.23122210009024,73.3144366000779,74.23135950008873,74.21466579998378,74.21466579998378,74.21466579998378,74.21466579998378,75.06473950005602,0,g,0,1.7463400999549776,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
11,2,h,learn,1,40,40,0,g,0,1.3222572000231594,None,0,40,40,10,75.08097050001379,,,,,,,,,75.06534239999019,75.08097050001379,75.16404559998773,76.0809842000017,76.06425789999776,76.06425789999776,76.06425789999776,76.06425789999776,76.49766960006673,0,g,0,1.3222572000231594,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
77,1,f,learn,2,41,41,0,f,1,1.5686319000087678,None,0,41,41,76,76.51397480000742,,,,,,,,,76.49827350000851,76.51397480000742,76.5973758000182,77.513996600057,77.49732249998488,77.49732249998488,77.49732249998488,77.49732249998488,78.1812360000331,1,f,1,1.5686319000087678,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
65,2,f,learn,2,42,42,0,g,0,1.6683342999313027,None,0,42,42,64,78.19709060003515,,,,,,,,,78.18283150007483,78.19709060003515,78.28045399999246,79.1973055000417,79.18053730006795,79.18053730006795,79.18053730006795,79.18053730006795,79.9642404000042,0,g,0,1.6683342999313027,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
5,3,f,learn,1,43,43,0,h,0,1.564236400066875,None,0,43,43,4,79.9801482000621,,,,,,,,,79.96584860002622,79.9801482000621,80.06358920002822,80.98019520007074,80.98019520007074,80.98019520007074,80.98019520007074,80.98019520007074,81.63082140008919,0,h,0,1.564236400066875,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
59,4,h,learn,2,44,44,0,j,0,2.223161399946548,None,0,44,44,58,81.64659910008777,,,,,,,,,81.6324622000102,81.64659910008777,81.74613790004514,82.64647670008708,82.64647670008708,82.64647670008708,82.64647670008708,82.64647670008708,83.98017009999603,0,j,0,2.223161399946548,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
79,1,h,learn,2,45,45,0,f,0,1.6099072000943124,None,0,45,45,78,83.99623310007155,,,,,,,,,83.98128280008677,83.99623310007155,84.07941800006665,84.99623600009363,84.97944300004747,84.97944300004747,84.97944300004747,84.97944300004747,85.69669240002986,0,f,0,1.6099072000943124,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
31,4,h,learn,1,46,46,0,j,0,1.6131828000070527,None,0,46,46,30,85.71281669999007,,,,,,,,,85.69831820006948,85.71281669999007,85.79611370002385,86.71290430007502,86.69616120005958,86.69616120005958,86.69616120005958,86.69616120005958,87.41350320004858,0,j,0,1.6131828000070527,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
62,1,g,learn,2,47,47,0,f,0,1.9532474000006914,None,0,47,47,61,87.42938490002416,,,,,,,,,87.41512710007373,87.42938490002416,87.52936170005705,88.42917900008615,88.42917900008615,88.42917900008615,88.42917900008615,88.42917900008615,89.49641550006345,0,f,0,1.9532474000006914,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
60,1,j,learn,2,48,48,0,f,0,1.6664857000578195,None,0,48,48,59,89.51230880001094,,,,,,,,,89.49809330003336,89.51230880001094,89.59557080001105,90.51240740006324,90.49570450000465,90.49570450000465,90.49570450000465,90.49570450000465,91.27952530002221,0,f,0,1.6664857000578195,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
69,3,f,learn,2,49,49,0,h,0,1.9609642999712378,None,0,49,49,68,91.29512880009133,,,,,,,,,91.2811178000411,91.29512880009133,91.37862020009197,92.2954061999917,92.2954061999917,92.2954061999917,92.2954061999917,92.2954061999917,93.34573579998687,0,h,0,1.9609642999712378,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
43,2,h,learn,2,50,50,0,g,0,1.5052486000349745,None,0,50,50,42,93.36159490002319,,,,,,,,,93.34732810000423,93.36159490002319,93.4449508000398,94.36179750005249,94.36179750005249,94.36179750005249,94.36179750005249,94.36179750005249,94.9621098000789,0,g,0,1.5052486000349745,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
25,1,f,learn,1,51,51,0,f,1,1.7988190000178292,None,0,51,51,24,94.97807429998647,,,,,,,,,94.9637077000225,94.97807429998647,95.06126540002879,95.97822970000561,95.96155460004229,95.96155460004229,95.96155460004229,95.96155460004229,96.87800650007557,1,f,1,1.7988190000178292,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
6,4,g,learn,1,52,52,0,j,0,1.4563755999552086,None,0,52,52,5,96.89425250003114,,,,,,,,,96.87852170004044,96.89425250003114,96.97785540006589,97.89453210006468,97.87775920005515,97.87775920005515,97.87775920005515,97.87775920005515,98.4445190000115,0,j,0,1.4563755999552086,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
54,4,g,learn,2,53,53,0,j,0,1.4206761999521405,None,0,53,53,53,98.46090790000744,,,,,,,,,98.44571750005707,98.46090790000744,98.54418670001905,99.460819000029,99.44418710004538,99.44418710004538,99.44418710004538,99.44418710004538,99.97754970006645,0,j,0,1.4206761999521405,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
48,1,j,learn,2,54,54,0,f,0,1.597060100059025,None,0,54,54,47,99.99374940001871,,,,,,,,,99.9781978999963,99.99374940001871,100.07736130000558,100.99410810007248,100.97714299999643,100.97714299999643,100.97714299999643,100.97714299999643,101.67778010002803,0,f,0,1.597060100059025,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
22,3,g,learn,1,55,55,0,h,0,1.4223442000802606,None,0,55,55,21,101.69367469998542,,,,,,,,,101.67949790006969,101.69367469998542,101.77693980000913,102.69333410006948,102.676911400049,102.676911400049,102.676911400049,102.676911400049,103.21087990002707,0,h,0,1.4223442000802606,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
13,1,f,learn,1,56,56,0,f,1,1.5362393000395969,None,0,56,56,12,103.22661950008478,,,,,,,,,103.2115662000142,103.22661950008478,103.3099192000227,104.226473000017,104.226473000017,104.226473000017,104.226473000017,104.226473000017,104.8603036000859,1,f,1,1.5362393000395969,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
44,4,j,learn,2,57,57,0,h,0,1.5054301000200212,None,0,57,57,43,104.87602780002635,,,,,,,,,104.86096820002422,104.87602780002635,104.9594157000538,105.87641710008029,105.87641710008029,105.87641710008029,105.87641710008029,105.87641710008029,106.47709880000912,0,h,0,1.5054301000200212,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
37,4,f,learn,1,58,58,0,j,0,1.4562717999797314,None,0,58,58,36,106.49273450009059,,,,,,,,,106.47885910002515,106.49273450009059,106.59288230002858,107.49298370000906,107.49298370000906,107.49298370000906,107.49298370000906,107.49298370000906,108.05989760009106,0,j,0,1.4562717999797314,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
9,1,f,learn,1,59,59,0,f,1,1.6011697000358254,None,0,59,59,8,108.07598660001531,,,,,,,,,108.06162420008332,108.07598660001531,108.15937270002905,109.07605849998072,109.0593976000091,109.0593976000091,109.0593976000091,109.0593976000091,109.77660300000571,1,f,1,1.6011697000358254,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
67,3,h,learn,2,60,60,0,h,1,1.4488566999789327,None,0,60,60,66,109.79237170005217,,,,,,,,,109.77833250002004,109.79237170005217,109.87564960005693,110.79229060001671,110.79229060001671,110.79229060001671,110.79229060001671,110.79229060001671,111.326082100044,1,h,1,1.4488566999789327,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
2,2,g,learn,1,61,61,0,g,1,1.3734234999865294,None,0,61,61,1,111.34169500006828,,,,,,,,,111.32776230003219,111.34169500006828,111.42560090008192,112.34198929998092,112.32566259999294,112.32566259999294,112.32566259999294,112.32566259999294,112.809104999993,1,g,1,1.3734234999865294,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
33,3,f,learn,1,62,62,0,h,0,1.6241577999899164,None,0,62,62,32,112.824711900088,,,,,,,,,112.81009799998719,112.824711900088,112.90858950000256,113.82541130005848,113.80853680009022,113.80853680009022,113.80853680009022,113.80853680009022,114.5423124000663,0,h,0,1.6241577999899164,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
14,4,g,learn,1,63,63,0,j,0,1.417304000002332,None,0,63,63,13,114.55783700000029,,,,,,,,,114.54446380003355,114.55783700000029,114.65803799999412,115.55807510006707,115.55807510006707,115.55807510006707,115.55807510006707,115.55807510006707,116.09165550000034,0,j,0,1.417304000002332,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
47,1,h,learn,2,64,64,0,f,0,1.5588790000183508,None,0,64,64,46,116.107759000035,,,,,,,,,116.09268740005791,116.107759000035,116.19084629998542,117.10810900002252,117.09118099999614,117.09118099999614,117.09118099999614,117.09118099999614,117.75855190004222,0,f,0,1.5588790000183508,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
8,2,j,learn,1,65,65,0,g,0,1.3858444000361487,None,0,65,65,7,117.77415070007555,,,,,,,,,117.7601589000551,117.77415070007555,117.85780690005049,118.77421810000669,118.77421810000669,118.77421810000669,118.77421810000669,118.77421810000669,119.25832800008357,0,g,0,1.3858444000361487,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
20,4,j,learn,1,66,66,0,j,1,1.684865100076422,None,0,66,66,19,119.27421100006904,,,,,,,,,119.26034550007898,119.27421100006904,119.37402600003406,120.27413130004425,120.27413130004425,120.27413130004425,120.27413130004425,120.27413130004425,121.0747269000858,1,j,1,1.684865100076422,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
